,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
96923,16954187,아아수혈,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150059100,화곡6동,1150010300,화곡동,1150010300111180003,1,대지,1118,3.0,서울특별시 강서구 화곡동 1118-3,115004145190,서울특별시 강서구 공항대로46길,97,,1150010300111180003029348,유정빌딩,서울특별시 강서구 공항대로46길 97,157928,7657.0,,,,126.85084964103,37.5518577093515
97062,17035065,언니네,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150059100,화곡6동,1150010300,화곡동,1150010300109750013,1,대지,975,13.0,서울특별시 강서구 화곡동 975-13,115004145532,서울특별시 강서구 화곡로50길,28,,1150010300109750013015526,,서울특별시 강서구 화곡로50길 28,157915,7663.0,,,,126.849342487348,37.5490408153607
97065,17033277,소장식물전,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150063000,방화1동,1150010900,방화동,1150010900106100038,1,대지,610,38.0,서울특별시 강서구 방화동 610-38,115004145326,서울특별시 강서구 방화대로23길,34,,1150010900106100038004586,,서울특별시 강서구 방화대로23길 34,157852,7616.0,,,,126.81459567807,37.5643119288077
97072,17033239,VICC,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150051000,염창동,1150010100,염창동,1150010100102600015,1,대지,260,15.0,서울특별시 강서구 염창동 260-15,115002005007,서울특별시 강서구 공항대로,659,,1150010100102600015028125,도레미빌딩,서울특별시 강서구 공항대로 659,157862,7557.0,,1,,126.877951410025,37.5475321040421
97238,16962215,킴스커피스튜디오,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150062000,공항동,1150010800,공항동,1150010800113360006,1,대지,1336,6.0,서울특별시 강서구 공항동 1336-6,115004145280,서울특별시 강서구 남부순환로11길,25,,1150010800113360006007060,,서울특별시 강서구 남부순환로11길 25,157815,7628.0,,,,126.814873153026,37.5546556767257
97296,16955122,커피더캠프로스터스&디저트,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150064000,방화2동,1150010900,방화동,1150010900106000026,1,대지,600,26.0,서울특별시 강서구 방화동 600-26,115003115012,서울특별시 강서구 초원로,50,,1150010900106000026002948,,서울특별시 강서구 초원로 50,157851,7613.0,,,,126.810863715099,37.5676622628931
97338,16964587,레알커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061500,우장산동,1150010600,내발산동,1150010600106710005,1,대지,671,5.0,서울특별시 강서구 내발산동 671-5,115004145437,서울특별시 강서구 우장산로4길,9,,1150010600106710005008087,제니스타운2차,서울특별시 강서구 우장산로4길 9,157828,7682.0,,1,,126.839633590548,37.5540906961969
97504,16957891,더플롯커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107590003,1,대지,759,3.0,서울특별시 강서구 마곡동 759-3,115003155045,서울특별시 강서구 마곡중앙로,161,17.0,1150010500107590003000001,보타닉파크타워Ⅰ,서울특별시 강서구 마곡중앙로 161-17,157805,7788.0,,1,,126.825957727898,37.5680656306867
97509,16957929,텐퍼센트커피마곡,나루점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107600000,1,대지,760,,서울특별시 강서구 마곡동 760,115003155051,서울특별시 강서구 마곡중앙5로,6,,1150010500107600000000001,마곡나루역보타닉푸르지오시티,서울특별시 강서구 마곡중앙5로 6,157805,7788.0,,1,,126.826911667088,37.5671470537048
97679,17049498,카페오월,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150059000,화곡본동,1150010300,화곡동,1150010300100590009,1,대지,59,9.0,서울특별시 강서구 화곡동 59-9,115003115011,서울특별시 강서구 초록마을로,36,,1150010300100590009017765,한성타운,서울특별시 강서구 초록마을로 36,157867,7722.0,,1,,126.846816895669,37.5425557590345
97702,17030919,보드멜,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150062000,공항동,1150010500,마곡동,1150010500107460001,1,대지,746,1.0,서울특별시 강서구 마곡동 746-1,115002005007,서울특별시 강서구 공항대로,140,,1150010500107460001000001,마곡엠밸리12단지,서울특별시 강서구 공항대로 140,157818,7808.0,,1,,126.823177599256,37.5591447850131
97826,16957821,메가엠지씨커피,강서구청점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150059100,화곡6동,1150010300,화곡동,1150010300111170018,1,대지,1117,18.0,서울특별시 강서구 화곡동 1117-18,115003005069,서울특별시 강서구 화곡로,326,,1150010300111170018014888,,서울특별시 강서구 화곡로 326,157928,7658.0,,2,,126.850789991497,37.5527942038201
98017,16964081,폴바셋,강서부민병원점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150053500,등촌3동,1150010200,등촌동,1150010200106570000,1,대지,657,,서울특별시 강서구 등촌동 657,115002005007,서울특별시 강서구 공항대로,389,,1150010200106570000000002,부민병원,서울특별시 강서구 공항대로 389,157930,7590.0,,1,,126.850886159179,37.5568497898687
98580,11869596,로스팅포인트,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150055000,화곡2동,1150010300,화곡동,1150010300108710058,1,대지,871,58.0,서울특별시 강서구 화곡동 871-58,115004145131,서울특별시 강서구 곰달래로31가길,34,,1150010300108710058023482,수현피아노,서울특별시 강서구 곰달래로31가길 34,157010,7750.0,,1,,126.853224708922,37.5320129705859
98584,16963823,멀티커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150063000,방화1동,1150010900,방화동,1150010900108580000,1,대지,858,,서울특별시 강서구 방화동 858,115004145392,서울특별시 강서구 양천로18길,27,,1150010900108580000003635,삼성꽃마을아파트,서울특별시 강서구 양천로18길 27,157846,7604.0,103,1,,126.812572240225,37.571986374372
98656,16949531,양지순천집&멀티커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150063000,방화1동,1150010900,방화동,1150010900108580000,1,대지,858,,서울특별시 강서구 방화동 858,115004145392,서울특별시 강서구 양천로18길,27,,1150010900108580000003635,삼성꽃마을아파트,서울특별시 강서구 양천로18길 27,157846,7604.0,,1,,126.813529162406,37.5723203662352
98693,16747605,디저트39,화곡역점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150056000,화곡3동,1150010300,화곡동,1150010300110670019,1,대지,1067,19.0,서울특별시 강서구 화곡동 1067-19,115003005069,서울특별시 강서구 화곡로,135,,1150010300110670019029687,상원빌딩,서울특별시 강서구 화곡로 135,157924,7712.0,,1,,126.836714713495,37.5409158976685
98793,16962668,커피상담원,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500103260017,1,대지,326,17.0,서울특별시 강서구 마곡동 326-17,115004145404,서울특별시 강서구 양천로30길,22,,1150010500103260017029189,,서울특별시 강서구 양천로30길 22,157803,7593.0,,1,,126.822553993595,37.5721584420234
98802,16830935,커피콩,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061500,우장산동,1150010300,화곡동,1150010300110260012,1,대지,1026,12.0,서울특별시 강서구 화곡동 1026-12,115003115001,서울특별시 강서구 강서로,206,,1150010300110260012000001,,서울특별시 강서구 강서로 206,157919,7698.0,,1,,126.838028038178,37.5445149444543
98907,17046461,더벤티,마곡점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107740009,1,대지,774,9.0,서울특별시 강서구 마곡동 774-9,115003155054,서울특별시 강서구 마곡중앙6로,42,,1150010500107740009000001,사이언스타,서울특별시 강서구 마곡중앙6로 42,157805,7802.0,,,,126.832070235158,37.5600980822209
98908,17046472,커피101스트릿,가양역점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150052000,등촌1동,1150010200,등촌동,1150010200106280007,1,대지,628,7.0,서울특별시 강서구 등촌동 628-7,115004145550,서울특별시 강서구 화곡로68길,15,,1150010200106280007029591,,서울특별시 강서구 화곡로68길 15,157838,7548.0,,,,126.8553057837,37.5594426477268
98997,16747429,뎁스Depth,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150059000,화곡본동,1150010300,화곡동,1150010300100550059,1,대지,55,59.0,서울특별시 강서구 화곡동 55-59,115003115011,서울특별시 강서구 초록마을로,56,,1150010300100550059018216,,서울특별시 강서구 초록마을로 56,157867,7723.0,,1,,126.84876819081,37.5422324065181
99025,16956239,커멍커멍,,Q,음식,Q12,커피점/카페,Q12A07,애견카페,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107940001,1,대지,794,1.0,서울특별시 강서구 마곡동 794-1,115003115001,서울특별시 강서구 강서로,385,,1150010500107940001000001,우성에스비타워,서울특별시 강서구 강서로 385,157805,7803.0,,10,,126.838284382893,37.5600783011571
99038,16956140,로비카페,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010600,내발산동,1150010600106780007,1,대지,678,7.0,서울특별시 강서구 내발산동 678-7,115003115001,서울특별시 강서구 강서로,307,,1150010600106780007000001,서울스타병원빌딩,서울특별시 강서구 강서로 307,157829,7632.0,,1,,126.836206607021,37.5532190053952
99054,20032204,띠아모,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150063000,방화1동,1150010900,방화동,1150010900101780002,1,대지,178,2.0,서울특별시 강서구 방화동 178-2,115004145400,서울특별시 강서구 양천로26길,6,,1150010900101790007000001,,서울특별시 강서구 양천로26길 6,157220,7592.0,,1,,126.817253155247,37.5730605391964
99309,16953033,플립커피로스터스,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107720005,1,대지,772,5.0,서울특별시 강서구 마곡동 772-5,115003155054,서울특별시 강서구 마곡중앙6로,45,,1150010500107720005000001,리더스퀘어마곡,서울특별시 강서구 마곡중앙6로 45,157805,7802.0,,,,126.832707276538,37.5606179703113
99321,16953020,나우커피마곡점,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107840009,1,대지,784,9.0,서울특별시 강서구 마곡동 784-9,115003115001,서울특별시 강서구 강서로,433,,1150010500107840009000001,마곡오드카운티2차,서울특별시 강서구 강서로 433,157805,7792.0,,1,,126.839643642558,37.5643895880573
99429,16963650,수애·더챔플,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150055000,화곡2동,1150010300,화곡동,1150010300108320007,1,대지,832,7.0,서울특별시 강서구 화곡동 832-7,115004145151,서울특별시 강서구 곰달래로49길,31,,1150010300108320007022530,,서울특별시 강서구 곰달래로49길 31,157901,7748.0,,1,,126.857473605742,37.533099358553
99446,17029012,메가엠지씨커피,까치산역점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150054000,화곡1동,1150010300,화곡동,1150010300103430061,1,대지,343,61.0,서울특별시 강서구 화곡동 343-61,115003115001,서울특별시 강서구 강서로,33,,1150010300103430061024685,,서울특별시 강서구 강서로 33,157881,7774.0,,1,,126.847022226761,37.5306911238822
99606,17024167,커피공방,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150064100,방화3동,1150010900,방화동,1150010900108290002,1,대지,829,2.0,서울특별시 강서구 방화동 829-2,115003115002,서울특별시 강서구 금낭화로,287,10.0,1150010900108290002000506,강서농협하나로마트,서울특별시 강서구 금낭화로 287-10,157857,7510.0,,1,,126.811839764611,37.5767634585475
99912,16957531,컴포즈커피,내발산점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061500,우장산동,1150010600,내발산동,1150010600106770012,1,대지,677,12.0,서울특별시 강서구 내발산동 677-12,115004145064,서울특별시 강서구 강서로48길,9,,1150010600106770012008151,,서울특별시 강서구 강서로48길 9,157828,7680.0,,1,,126.836972739257,37.5527129662716
100110,17066951,삐삐,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150053500,등촌3동,1150010200,등촌동,1150010200106670015,1,대지,667,15.0,서울특별시 강서구 등촌동 667-15,115004145067,서울특별시 강서구 강서로54길,93,,1150010200106670015025244,,서울특별시 강서구 강서로54길 93,157930,7591.0,,1,,126.843850893582,37.5587543661271
100285,17025830,카페,코너스,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150052000,등촌1동,1150010200,등촌동,1150010200106390011,1,대지,639,11.0,서울특별시 강서구 등촌동 639-11,115003005069,서울특별시 강서구 화곡로,398,,1150010200106390011027411,홈플러스강서점앤본사사옥,서울특별시 강서구 화곡로 398,157840,7567.0,,4,,126.854800245129,37.5584556189768
100716,17065361,크레이저커피,마곡점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107740009,1,대지,774,9.0,서울특별시 강서구 마곡동 774-9,115003155054,서울특별시 강서구 마곡중앙6로,42,,1150010500107740009000001,사이언스타,서울특별시 강서구 마곡중앙6로 42,157805,7802.0,,,,126.832070235158,37.5600980822209
100958,17056558,에슬로우커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010400,가양동,1150010400101100002,1,대지,110,2.0,서울특별시 강서구 가양동 110-2,115004145078,서울특별시 강서구 강서로74길,58,,1150010400101100002010318,대하자동차설비,서울특별시 강서구 강서로74길 58,157801,7573.0,,1,,126.844146942836,37.5659655183301
101066,16956990,커피빈,코리아화곡역점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150059000,화곡본동,1150010300,화곡동,1150010300110760019,1,대지,1076,19.0,서울특별시 강서구 화곡동 1076-19,115003115001,서울특별시 강서구 강서로,162,,1150010300110760019017086,다온빌딩,서울특별시 강서구 강서로 162,157871,7727.0,,1,,126.841018736099,37.5413817074657
101450,20324987,금란,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150051000,염창동,1150010100,염창동,1150010100102650025,1,대지,265,25.0,서울특별시 강서구 염창동 265-25,115003115008,서울특별시 강서구 양천로,678,,1150010100102650025029518,현대자동차염창지점,서울특별시 강서구 양천로 678,157863,7554.0,,-1,,126.871403359141,37.551001756939
101525,17053604,와플대학,화곡본캠퍼스,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150059000,화곡본동,1150010300,화곡동,1150010300100610176,1,대지,61,176.0,서울특별시 강서구 화곡동 61-176,115004145249,서울특별시 강서구 까치산로10길,24,,1150010300100610176000002,,서울특별시 강서구 까치산로10길 24,157871,7722.0,,1,,126.84591246007,37.5425018708546
101635,17055764,블루포트이대서울병원점,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010500,마곡동,1150010500108080000,1,대지,808,,서울특별시 강서구 마곡동 808,115002005007,서울특별시 강서구 공항대로,260,,1150010500108080000000001,이화의대부속서울병원,서울특별시 강서구 공항대로 260,157210,7804.0,,2,,126.836245682527,37.5572560142505
101744,17065602,홍베이팡마곡,발산점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107950005,1,대지,795,5.0,서울특별시 강서구 마곡동 795-5,115003155054,서울특별시 강서구 마곡중앙6로,85,,1150010500207950005000001,마곡사이언스파크뷰,서울특별시 강서구 마곡중앙6로 85,157805,7803.0,,,,126.836867129551,37.5602355426273
101810,14378118,라파원적외선찜질카페,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150064000,방화2동,1150010900,방화동,1150010900105800153,1,대지,580,153.0,서울특별시 강서구 방화동 580-153,115003115005,서울특별시 강서구 방화동로,99,1.0,1150010900105800153000001,,서울특별시 강서구 방화동로 99-1,157851,7607.0,,,,126.812648818008,37.5693020817208
101969,17022793,땡땡커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107600000,1,대지,760,,서울특별시 강서구 마곡동 760,115003155051,서울특별시 강서구 마곡중앙5로,6,,1150010500107600000000001,마곡나루역보타닉푸르지오시티,서울특별시 강서구 마곡중앙5로 6,157805,7788.0,,1,,126.826911667088,37.5671470537048
102076,17053847,백미당,롯데김포공항점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150064000,방화2동,1150010900,방화동,1150010900108860000,1,대지,886,,서울특별시 강서구 방화동 886,115004145490,서울특별시 강서구 하늘길,38,,1150010900106860001003098,"김포공항,롯데몰,스카이시티",서울특별시 강서구 하늘길 38,157222,7505.0,,1,,126.802937461062,37.5713574580352
102100,17053106,더디어리,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107590001,1,대지,759,1.0,서울특별시 강서구 마곡동 759-1,115003155047,서울특별시 강서구 마곡서로,152,,1150010500107590001000001,두산더랜드타워,서울특별시 강서구 마곡서로 152,157805,7788.0,,2,,126.825623141642,37.5677469423824
102152,17067230,유어무드,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150064000,방화2동,1150010900,방화동,1150010900105340006,1,대지,534,6.0,서울특별시 강서구 방화동 534-6,115003115008,서울특별시 강서구 양천로,36,,1150010900105340006001453,더홈,서울특별시 강서구 양천로 36,157850,7602.0,,1,,126.80789712938,37.5726871069222
102326,17081203,메종드올리,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061500,우장산동,1150010600,내발산동,1150010600106480001,1,대지,648,1.0,서울특별시 강서구 내발산동 648-1,115002005007,서울특별시 강서구 공항대로,308,7.0,1150010600106480001007957,,서울특별시 강서구 공항대로 308-7,157824,7646.0,,,,126.842135631873,37.55769235907
102335,17081145,펠어커피초코,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107930008,1,대지,793,8.0,서울특별시 강서구 마곡동 793-8,115003115001,서울특별시 강서구 강서로,399,,1150010500107930008000001,마곡하이마루,서울특별시 강서구 강서로 399,157805,7794.0,,1,,126.838650553073,37.5612802756141
102340,17074860,커피에반하다,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107740004,1,대지,774,4.0,서울특별시 강서구 마곡동 774-4,115002005007,서울특별시 강서구 공항대로,227,,1150010500107740004000001,마곡센트럴타워Ⅰ,서울특별시 강서구 공항대로 227,157805,7802.0,,1,,126.832666716643,37.5595903938631
102718,17053078,커피쿡,본점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150053500,등촌3동,1150010200,등촌동,1150010200106780005,1,대지,678,5.0,서울특별시 강서구 등촌동 678-5,115004145068,서울특별시 강서구 강서로56가길,35,,1150010200106780005029470,에이치투아이앤티빌딩,서울특별시 강서구 강서로56가길 35,157930,7583.0,,1,,126.839932020198,37.5611216786672
102913,23387091,가까운카페,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150056000,화곡3동,1150010300,화곡동,1150010300110330034,1,대지,1033,34.0,서울특별시 강서구 화곡동 1033-34,115004145045,서울특별시 강서구 강서로35길,12,,1150010300110330034021333,,서울특별시 강서구 강서로35길 12,157010,7707.0,3,1,,126.838211605894,37.5428948896997
103006,17076395,브루클린커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061500,우장산동,1150010600,내발산동,1150010600106520000,1,대지,652,,서울특별시 강서구 내발산동 652,115004145066,서울특별시 강서구 강서로52길,16,,1150010600106520000007954,호용빌딩,서울특별시 강서구 강서로52길 16,157824,7646.0,,1,,126.8389323951,37.5577059520794
103282,17066212,올소스터디테이블,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061500,우장산동,1150010600,내발산동,1150010600106650024,1,대지,665,24.0,서울특별시 강서구 내발산동 665-24,115003115009,서울특별시 강서구 우장산로,7,,1150010600106650024008056,장원빌딩,서울특별시 강서구 우장산로 7,157826,7652.0,,2,,126.837981322921,37.5548132923635
103699,17074277,브랜드아키텍츠,김포공항점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150064000,방화2동,1150010900,방화동,1150010900108860000,1,대지,886,,서울특별시 강서구 방화동 886,115004145490,서울특별시 강서구 하늘길,38,,1150010900106860001003098,"김포공항,롯데몰,스카이시티",서울특별시 강서구 하늘길 38,157222,7505.0,,1,,126.802937461062,37.5713574580352
103876,17061879,콘레드커피,마곡점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107740002,1,대지,774,2.0,서울특별시 강서구 마곡동 774-2,115002005007,서울특별시 강서구 공항대로,213,,1150010500107740002000001,보타닉파크타워2,서울특별시 강서구 공항대로 213,157805,7802.0,,1,,126.831352297552,37.5596855136799
104031,17075991,앤티앤스,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010500,마곡동,1150010500108080000,1,대지,808,,서울특별시 강서구 마곡동 808,115002005007,서울특별시 강서구 공항대로,260,,1150010500108080000000001,이화의대부속서울병원,서울특별시 강서구 공항대로 260,157210,7804.0,,1,,126.836245682527,37.5572560142505
104389,17061254,콘레드커피,가양점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010400,가양동,1150010400102760002,1,대지,276,2.0,서울특별시 강서구 가양동 276-2,115004145409,서울특별시 강서구 양천로49길,35,,1150010400102750003000001,한림빌딩,서울특별시 강서구 양천로49길 35,157803,7523.0,,,,126.840482013422,37.5701824421951
104418,17078200,카페문,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150061100,발산1동,1150010600,내발산동,1150010600107010004,1,대지,701,4.0,서울특별시 강서구 내발산동 701-4,115003115001,서울특별시 강서구 강서로,295,,1150010600107010031009015,의)성삼의료재단미즈메디병원,서울특별시 강서구 강서로 295,157723,7639.0,,2,,126.835871375905,37.5522155545206
104421,17078081,"헤이,우드",,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150055000,화곡2동,1150010300,화곡동,1150010300104630027,1,대지,463,27.0,서울특별시 강서구 화곡동 463-27,115004145151,서울특별시 강서구 곰달래로49길,95,,1150010300104630027022163,,서울특별시 강서구 곰달래로49길 95,157893,7744.0,,1,,126.855436003045,37.5353862809054
104567,25446614,이디아커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150056000,화곡3동,1150010300,화곡동,1150010300110670020,1,대지,1067,20.0,서울특별시 강서구 화곡동 1067-20,115003005069,서울특별시 강서구 화곡로,133,,1150010300110670020021543,삼정빌딩,서울특별시 강서구 화곡로 133,157010,7712.0,,1,,126.83647852294,37.5408234671284
104775,17079994,야무진대장간,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150052000,등촌1동,1150010200,등촌동,1150010200106550000,1,대지,655,,서울특별시 강서구 등촌동 655,115004145188,서울특별시 강서구 공항대로45길,30,,1150010200106550000026617,,서울특별시 강서구 공항대로45길 30,157842,7571.0,,1,,126.855598569515,37.5565802004281
104801,17073728,2nd우드진,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11500,강서구,1150060300,가양1동,1150010500,마곡동,1150010500107570000,1,대지,757,,서울특별시 강서구 마곡동 757,115003155045,서울특별시 강서구 마곡중앙로,161,8.0,1150010500107570000000001,두산더랜드파크,서울특별시 강서구 마곡중앙로 161-8,157805,7788.0,,,,126.827273447566,37.5686193262427
