기준_년월_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수
2021,3,A,골목상권,1000966,풍성로25길,84,43,41,0,16,16,22,22,8,0,5,8,13,11,6,0,11,8,9,11,2
2021,3,A,골목상권,1000086,효창원로39길,163,87,76,0,9,33,42,46,33,0,2,13,21,27,24,0,7,20,21,19,9
2021,3,A,골목상권,1000481,성미산로11길,1114,807,307,9,182,312,292,194,125,9,92,221,223,158,104,0,90,91,69,36,21
2021,3,A,골목상권,1000927,선릉로146길,1123,536,587,3,246,393,245,144,92,2,66,174,142,90,62,1,180,219,103,54,30
2021,3,A,골목상권,1000258,용마산로118길,108,63,45,1,11,17,28,30,21,0,2,8,13,23,17,1,9,9,15,7,4
2021,3,D,발달상권,1001199,서울 중구 충무로역_2,16329,7851,8478,75,2774,4426,4616,3271,1167,23,832,2343,2394,1543,716,52,1942,2083,2222,1728,451
2021,3,D,발달상권,1001208,서울 중구 을지로3가역_2,3181,2166,1015,5,367,777,795,650,587,1,169,518,553,463,462,4,198,259,242,187,125
2021,3,A,골목상권,1000357,도당로19길,597,66,531,0,19,44,162,324,48,0,7,17,12,19,11,0,12,27,150,305,37
2021,3,A,골목상권,1000406,연서로29길,100,60,40,2,18,20,25,20,15,1,9,13,11,14,12,1,9,7,14,6,3
2021,3,D,발달상권,1001050,교대역_1,17722,8352,9370,88,3981,4656,4461,3192,1344,38,1424,2391,2134,1453,912,50,2557,2265,2327,1739,432
2021,3,A,골목상권,1000431,통일로69길,107,55,52,0,18,23,35,21,10,0,10,13,16,10,6,0,8,10,19,11,4
2021,3,A,골목상권,1000430,진흥로1길,310,165,145,0,62,58,69,58,63,0,19,31,43,35,37,0,43,27,26,23,26
2021,3,A,골목상권,1000529,목동중앙서로7길,75,52,23,0,2,13,18,26,16,0,2,10,11,16,13,0,0,3,7,10,3
2021,3,D,발달상권,1001148,목동사거리,41,13,28,0,4,9,10,10,8,0,0,1,2,4,6,0,4,8,8,6,2
2021,3,A,골목상권,1000527,목동중앙북로16길,488,190,298,0,115,112,107,105,49,0,33,43,53,39,22,0,82,69,54,66,27
2021,3,A,골목상권,1000535,신월로20길,47,30,17,0,3,6,10,16,12,0,3,2,4,12,9,0,0,4,6,4,3
2021,3,A,골목상권,1000509,곰달래로2길,610,344,266,1,82,114,132,187,94,0,40,70,72,104,58,1,42,44,60,83,36
2021,3,A,골목상권,1000511,곰달래로5길,211,125,86,0,13,40,49,71,38,0,7,19,30,43,26,0,6,21,19,28,12
2021,3,A,골목상권,1000530,목동중앙서로8가길,317,200,117,0,55,93,87,62,20,0,20,52,56,55,17,0,35,41,31,7,3
2021,3,A,골목상권,1000531,신목로2길,386,255,131,2,39,76,102,119,48,1,32,60,70,65,27,1,7,16,32,54,21
2021,3,R,전통시장,1001406,신정3동골목시장,123,81,42,0,2,20,31,25,45,0,0,11,15,17,38,0,2,9,16,8,7
2021,3,A,골목상권,1000597,양천로73가길,468,360,108,1,42,76,123,116,110,1,17,56,93,95,98,0,25,20,30,21,12
2021,3,A,골목상권,1000581,국회대로7길,215,101,114,0,27,35,46,62,45,0,14,21,24,23,19,0,13,14,22,39,26
2021,3,D,발달상권,1001179,강서구청,4278,2468,1810,2,621,1337,1106,1004,208,1,238,701,650,729,149,1,383,636,456,275,59
2021,3,A,골목상권,1000652,중앙로15길,171,106,65,2,12,23,37,63,34,2,9,13,17,36,29,0,3,10,20,27,5
2021,3,R,전통시장,1001427,현대시장,139,42,97,0,13,23,49,40,14,0,4,3,12,17,6,0,9,20,37,23,8
2021,3,R,전통시장,1001414,송화골목시장,119,44,75,2,23,18,25,33,18,0,6,7,9,13,9,2,17,11,16,20,9
2021,3,R,전통시장,1001409,화곡중앙골목시장,75,32,43,0,4,11,21,22,17,0,2,2,9,8,11,0,2,9,12,14,6
2021,3,A,골목상권,1000665,독산로78다길,195,124,71,0,15,35,63,49,33,0,11,21,39,31,22,0,4,14,24,18,11
2021,3,A,골목상권,1000625,공원로6가길,1158,755,403,0,142,320,322,283,91,0,69,217,230,178,61,0,73,103,92,105,30
2021,3,A,골목상권,1000673,시흥대로141길,214,142,72,1,26,30,60,48,49,0,12,15,39,36,40,1,14,15,21,12,9
2021,3,R,전통시장,1001425,푸른터시장,3,2,1,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0
2021,3,A,골목상권,1000868,사평대로57길,65,33,32,0,6,20,19,16,4,0,0,8,13,8,4,0,6,12,6,8,0
2021,3,D,발달상권,1001022,관악구 사당역_2,744,453,291,4,116,191,213,147,73,3,54,120,124,98,54,1,62,71,89,49,19
2021,3,A,골목상권,1000662,독산로50길,27,6,21,0,3,2,8,6,8,0,1,0,1,2,2,0,2,2,7,4,6
2021,3,A,골목상권,1000776,장승배기로19길,518,409,109,0,195,135,75,49,64,0,177,105,47,38,42,0,18,30,28,11,22
2021,3,A,골목상권,1000775,장승배기로10길,223,90,133,0,25,37,45,71,45,0,7,21,23,24,15,0,18,16,22,47,30
2021,3,R,전통시장,1001418,남구로시장,236,135,101,1,16,48,57,60,54,0,7,29,29,32,38,1,9,19,28,28,16
2021,3,R,전통시장,1001444,상도전통시장,239,104,135,0,33,60,53,58,35,0,12,23,23,24,22,0,21,37,30,34,13
2021,3,A,골목상권,1000733,국사봉1길,85,52,33,0,6,26,29,13,11,0,1,16,21,6,8,0,5,10,8,7,3
2021,3,A,골목상권,1000743,동작대로7길,182,84,98,0,17,34,50,32,49,0,4,17,27,14,22,0,13,17,23,18,27
2021,3,A,골목상권,1000737,대방동27길,465,223,242,0,65,103,104,127,66,0,13,53,55,60,42,0,52,50,49,67,24
2021,3,A,골목상권,1000771,여의대방로22나길,188,95,93,1,16,24,28,36,83,1,10,11,12,18,43,0,6,13,16,18,40
2021,3,A,골목상권,1000778,흑석로13길,77,33,44,0,10,16,23,16,12,0,1,6,12,6,8,0,9,10,11,10,4
2021,3,A,골목상권,1000876,언남길,1128,742,386,2,185,268,315,221,137,1,103,166,200,164,108,1,82,102,115,57,29
2021,3,A,골목상권,1000763,서달로14길,21,7,14,0,1,4,5,8,3,0,0,1,2,2,2,0,1,3,3,6,1
2021,3,D,발달상권,1001062,서울 강남구 강남역_1,25938,14288,11650,88,6203,8644,6930,3220,853,23,2496,4807,4065,2245,652,65,3707,3837,2865,975,201
2021,3,D,발달상권,1001088,삼성역_1,18695,12565,6130,46,3102,6080,5006,2754,1707,11,1278,3732,3928,2304,1312,35,1824,2348,1078,450,395
2021,3,D,발달상권,1001091,삼성역_2,7062,3420,3642,99,1597,2230,1528,1086,522,37,550,1091,782,576,384,62,1047,1139,746,510,138
2021,3,D,발달상권,1001085,서울 서초구 강남역,19954,10752,9202,87,3785,5943,5391,3023,1725,20,1295,3113,3321,1925,1078,67,2490,2830,2070,1098,647
2021,3,A,골목상권,1000862,방배로18길,873,535,338,2,204,317,196,92,62,0,70,192,159,69,45,2,134,125,37,23,17
2021,3,A,골목상권,1000906,도산대로23길,425,176,249,0,64,130,144,68,19,0,22,54,61,27,12,0,42,76,83,41,7
2021,3,D,발달상권,1001140,서울 강남구 압구정역,9345,4345,5000,138,2196,2712,1783,1262,1254,52,770,1254,1093,579,597,86,1426,1458,690,683,657
2021,3,A,골목상권,1000938,학동로6길,1447,977,470,3,178,205,353,375,333,3,125,151,242,236,220,0,53,54,111,139,113
2021,3,A,골목상권,1000913,봉은사로29길,1860,1203,657,7,370,565,424,285,209,5,167,321,302,226,182,2,203,244,122,59,27
2021,3,A,골목상권,1000953,백제고분로50길,1209,796,413,1,162,369,347,203,127,1,78,251,246,132,88,0,84,118,101,71,39
2021,3,D,발달상권,1001130,청담역_1,4062,2913,1149,4,537,1316,1138,883,184,3,298,854,890,736,132,1,239,462,248,147,52
2021,3,A,골목상권,1000020,지봉로8길,183,90,93,0,31,43,41,44,24,0,6,21,19,25,19,0,25,22,22,19,5
2021,3,A,골목상권,1000010,성균관로5길,148,84,64,2,6,17,31,31,61,2,2,7,17,19,37,0,4,10,14,12,24
2021,3,A,골목상권,1000210,천호대로17길,2512,1893,619,13,465,723,603,428,280,7,362,536,460,315,213,6,103,187,143,113,67
2021,3,D,발달상권,1001053,서울 강남구 대치역_1,102,38,64,2,20,21,19,18,22,1,7,5,5,7,13,1,13,16,14,11,9
2021,3,D,발달상권,1001070,은마아파트입구사거리_4,570,252,318,1,106,152,143,111,57,0,38,74,83,37,20,1,68,78,60,74,37
2021,3,D,발달상권,1001237,서울 종로구 경복궁역_2,239,107,132,0,35,62,52,43,47,0,13,14,23,28,29,0,22,48,29,15,18
2021,3,D,발달상권,1001263,서울 노원구 노원역_3,418,159,259,3,102,53,90,90,80,0,24,23,33,38,41,3,78,30,57,52,39
2021,3,A,골목상권,1000429,진흥로12길,392,144,248,6,50,101,107,85,43,5,27,26,32,29,25,1,23,75,75,56,18
2021,3,R,전통시장,1001320,전농로터리시장,7,3,4,0,1,0,2,3,1,0,0,0,1,1,1,0,1,0,1,2,0
2021,3,A,골목상권,1000209,천호대로12길,55,35,20,0,4,9,12,18,12,0,3,3,10,10,9,0,1,6,2,8,3
2021,3,R,전통시장,1001360,창동골목시장,84,47,37,0,19,30,14,8,13,0,7,20,9,5,6,0,12,10,5,3,7
2021,3,R,전통시장,1001321,답십리현대시장,36,31,5,0,4,4,7,13,8,0,3,4,6,11,7,0,1,0,1,2,1
2021,3,A,골목상권,1000180,망우로18길,52,17,35,1,4,9,20,14,4,0,2,3,3,7,2,1,2,6,17,7,2
2021,3,A,골목상권,1000220,휘경로2길,138,88,50,0,23,26,40,31,18,0,7,14,28,25,14,0,16,12,12,6,4
2021,3,A,골목상권,1000367,도봉산4길,27,24,3,0,3,8,9,2,5,0,3,8,8,2,3,0,0,0,1,0,2
2021,3,D,발달상권,1001258,등나무근린공원 주변,65,19,46,0,5,7,27,20,6,0,2,0,6,8,3,0,3,7,21,12,3
2021,3,D,발달상권,1001086,고속터미널역,2010,1612,398,18,204,298,637,631,222,5,102,206,555,565,179,13,102,92,82,66,43
2021,3,R,전통시장,1001316,서울약령시장,1171,642,529,4,112,206,302,338,209,0,55,127,163,178,119,4,57,79,139,160,90
2021,3,A,골목상권,1000947,백제고분로33길,921,574,347,1,86,171,209,231,223,1,43,96,133,148,153,0,43,75,76,83,70
2021,3,A,골목상권,1000343,인수봉로56길,44,25,19,0,5,7,13,11,8,0,2,4,9,9,1,0,3,3,4,2,7
2021,3,D,발달상권,1001098,포스코사거리_1,22702,15610,7092,46,3298,9107,6757,2364,1130,8,1415,5813,5586,2043,745,38,1883,3294,1171,321,385
2021,3,A,골목상권,1000667,문성로5길,379,199,180,2,12,116,135,91,23,2,5,45,71,56,20,0,7,71,64,35,3
2021,3,D,발달상권,1001123,학동사거리_1,4075,2555,1520,4,726,1146,874,714,611,3,268,567,615,579,523,1,458,579,259,135,88
2021,3,A,골목상권,1000421,응암로34길,231,118,113,1,22,39,75,63,31,1,9,22,43,24,19,0,13,17,32,39,12
2021,3,R,전통시장,1001376,수일시장,7,2,5,0,0,2,1,2,2,0,0,0,0,1,1,0,0,2,1,1,1
2021,3,A,골목상권,1000389,가좌로7길,329,203,126,0,27,59,107,92,44,0,14,33,69,49,38,0,13,26,38,43,6
2021,3,A,골목상권,1000401,연서로16길,121,66,55,0,15,20,30,37,19,0,4,5,19,22,16,0,11,15,11,15,3
2021,3,A,골목상권,1000644,디지털로32길,815,435,380,0,136,331,158,118,72,0,43,184,83,71,54,0,93,147,75,47,18
2021,3,A,골목상권,1000393,갈현로7길,398,205,193,0,63,112,108,91,24,0,28,67,51,40,19,0,35,45,57,51,5
2021,3,A,골목상권,1000618,경인로31길,130,61,69,0,15,23,34,32,26,0,10,10,11,16,14,0,5,13,23,16,12
2021,3,A,골목상권,1000422,증산로13길,79,42,37,0,7,21,24,16,11,0,3,9,12,7,11,0,4,12,12,9,0
2021,3,R,전통시장,1001375,증산종합시장,8,5,3,0,0,1,2,2,3,0,0,0,1,2,2,0,0,1,1,0,1
2021,3,A,골목상권,1000578,공항대로59다길,1037,645,392,2,112,262,205,258,198,2,37,126,133,182,165,0,75,136,72,76,33
2021,3,A,골목상권,1000434,통일로92길,186,72,114,0,15,38,49,59,25,0,6,22,23,14,7,0,9,16,26,45,18
2021,3,A,골목상권,1000550,화곡로3길,351,177,174,0,35,112,90,83,31,0,10,38,50,51,28,0,25,74,40,32,3
2021,3,A,골목상권,1000540,은행정로5길,109,57,52,0,12,27,18,26,26,0,6,12,9,14,16,0,6,15,9,12,10
2021,3,R,전통시장,1001396,목4동시장,52,35,17,0,2,8,13,17,12,0,0,6,8,11,10,0,2,2,5,6,2
2021,3,A,골목상권,1000019,종로65길,275,157,118,2,17,42,75,91,48,0,5,19,38,66,29,2,12,23,37,25,19
2021,3,A,골목상권,1000547,중앙로51길,283,178,105,0,19,25,70,87,82,0,6,14,40,47,71,0,13,11,30,40,11
2021,3,R,전통시장,1001403,신월7동골목시장,24,16,8,0,0,2,7,6,9,0,0,0,5,4,7,0,0,2,2,2,2
2021,3,A,골목상권,1000518,목동남로4길,797,494,303,5,67,166,181,180,198,4,40,92,97,113,148,1,27,74,84,67,50
2021,3,A,골목상권,1000596,양천로71길,1203,752,451,6,177,261,301,283,175,5,89,195,170,155,138,1,88,66,131,128,37
2021,3,A,골목상권,1000582,까치산로4길,189,112,77,7,16,48,46,43,29,6,8,28,25,24,21,1,8,20,21,19,8
2021,3,A,골목상권,1000615,개봉로2길,186,99,87,1,21,25,56,43,40,1,9,11,26,25,27,0,12,14,30,18,13
2021,3,A,골목상권,1000617,경인로15길,259,93,166,0,26,41,66,83,43,0,10,20,24,24,15,0,16,21,42,59,28
2021,3,A,골목상권,1000579,공항대로61길,547,415,132,8,107,180,129,86,37,5,57,146,112,65,30,3,50,34,17,21,7
2021,3,A,골목상권,1000608,화곡로64길,1128,686,442,1,113,166,194,248,406,0,57,104,136,150,239,1,56,62,58,98,167
2021,3,A,골목상권,1000576,공항대로55길,900,577,323,7,232,255,212,131,63,2,105,172,157,91,50,5,127,83,55,40,13
2021,3,A,골목상권,1000585,등촌로39길,313,146,167,2,60,75,59,79,38,1,20,29,26,39,31,1,40,46,33,40,7
2021,3,A,골목상권,1000552,가로공원로76가길,168,91,77,2,19,35,53,39,20,1,10,20,27,20,13,1,9,15,26,19,7
2021,3,A,골목상권,1000605,화곡로31길,618,375,243,1,157,138,102,113,107,0,64,79,67,76,89,1,93,59,35,37,18
2021,3,A,골목상권,1000654,가산로3길,999,756,243,6,107,211,252,240,183,6,87,176,196,175,116,0,20,35,56,65,67
2021,3,A,골목상권,1000896,논현로115길,2866,1752,1114,16,807,1087,593,259,104,5,350,692,443,182,80,11,457,395,150,77,24
2021,3,A,골목상권,1000613,개봉로20길,3082,1346,1736,2,275,551,822,977,455,0,164,291,353,326,212,2,111,260,469,651,243
2021,3,A,골목상권,1000631,구로동로7길,115,71,44,0,20,12,24,36,23,0,13,3,12,22,21,0,7,9,12,14,2
2021,3,A,골목상권,1000777,장승배기로27길,260,135,125,0,14,60,66,79,41,0,12,31,32,40,20,0,2,29,34,39,21
2021,3,A,골목상권,1000670,벚꽃로56길,301,260,41,0,8,11,43,135,104,0,7,5,32,118,98,0,1,6,11,17,6
2021,3,A,골목상권,1000666,독산로85길,68,34,34,0,7,5,22,22,12,0,3,2,9,12,8,0,4,3,13,10,4
2021,3,A,골목상권,1000753,사당로29길,128,78,50,0,27,34,27,19,21,0,7,21,17,14,19,0,20,13,10,5,2
2021,3,A,골목상권,1000878,주흥길,164,111,53,0,17,24,59,35,29,0,10,17,35,27,22,0,7,7,24,8,7
2021,3,D,발달상권,1001117,강남구 신사역_2,6953,3586,3367,33,2190,1609,1101,1118,902,11,811,807,685,587,685,22,1379,802,416,531,217
2021,3,R,전통시장,1001428,박미시장,39,26,13,0,1,6,11,9,12,0,0,2,7,8,9,0,1,4,4,1,3
2021,3,A,골목상권,1000661,독산로40길,219,75,144,4,21,35,58,83,18,4,10,15,20,17,9,0,11,20,38,66,9
2021,3,A,골목상권,1000363,도봉로152가길,342,311,31,1,7,19,39,120,156,0,4,13,31,115,148,1,3,6,8,5,8
2021,3,R,전통시장,1001445,영도시장,73,6,67,0,12,18,21,19,3,0,3,0,0,2,1,0,9,18,21,17,2
2021,3,D,발달상권,1001072,신대방삼거리역,259,129,130,0,27,40,80,70,42,0,12,17,39,35,26,0,15,23,41,35,16
2021,3,A,골목상권,1000739,동작대로17길,806,386,420,0,153,270,229,95,59,0,63,117,100,61,45,0,90,153,129,34,14
2021,3,A,골목상권,1000749,사당로20길,103,53,50,0,11,24,31,21,16,0,3,16,13,12,9,0,8,8,18,9,7
2021,3,A,골목상권,1000756,사당로8길,131,70,61,0,16,19,41,37,18,0,2,9,24,22,13,0,14,10,17,15,5
2021,3,A,골목상권,1000738,대방동2길,281,134,147,0,29,70,56,90,36,0,10,41,31,36,16,0,19,29,25,54,20
2021,3,A,골목상권,1000772,여의대방로22카길,346,202,144,1,17,30,65,93,140,1,14,20,34,39,94,0,3,10,31,54,46
2021,3,A,골목상권,1000871,서초대로25길,2073,1591,482,5,353,572,466,415,262,5,239,408,373,342,224,0,114,164,93,73,38
2021,3,A,골목상권,1000765,서달로8가길,83,34,49,0,13,15,16,21,18,0,5,6,7,9,7,0,8,9,9,12,11
2021,3,D,발달상권,1001045,동작구 총신대입구역_1,327,125,202,2,49,51,76,79,70,0,18,15,30,23,39,2,31,36,46,56,31
2021,3,A,골목상권,1000638,구로중앙로8길,107,41,66,0,18,18,28,24,19,0,5,6,9,10,11,0,13,12,19,14,8
2021,3,A,골목상권,1000627,구로동로28길,42,18,24,0,5,2,11,19,5,0,1,0,7,8,2,0,4,2,4,11,3
2021,3,A,골목상권,1000628,구로동로38길,625,240,385,4,50,83,107,232,149,2,21,50,56,55,56,2,29,33,51,177,93
2021,3,A,골목상권,1000648,새말로18길,933,549,384,18,273,304,190,103,45,16,135,170,121,80,27,2,138,134,69,23,18
2021,3,A,골목상권,1000653,중앙로1길,960,704,256,0,80,128,157,163,432,0,49,69,89,104,393,0,31,59,68,59,39
2021,3,A,골목상권,1000635,구로중앙로34길,189,149,40,2,59,41,49,25,13,0,49,29,37,22,12,2,10,12,12,3,1
2021,3,D,발달상권,1001049,개봉동 현대아파트 인근,271,126,145,0,35,62,70,60,44,0,12,22,36,35,21,0,23,40,34,25,23
2021,3,A,골목상권,1000609,개봉로11길,181,97,84,0,33,31,36,51,30,0,8,18,17,32,22,0,25,13,19,19,8
2021,3,D,발달상권,1001026,구로디지털단지역,91,67,24,0,4,16,34,21,16,0,2,13,29,11,12,0,2,3,5,10,4
2021,3,A,골목상권,1000736,노량진로6길,307,204,103,1,32,58,78,86,52,1,18,40,44,60,41,0,14,18,34,26,11
2021,3,A,골목상권,1000172,답십리로56길,78,39,39,0,6,9,25,29,9,0,2,4,13,14,6,0,4,5,12,15,3
2021,3,A,골목상권,1000614,개봉로23가길,826,590,236,4,52,114,184,238,234,3,28,67,112,171,209,1,24,47,72,67,25
2021,3,D,발달상권,1001044,양재역_3,9025,5664,3361,25,1429,2300,2050,1750,1471,5,710,1447,1476,1051,975,20,719,853,574,699,496
2021,3,D,발달상권,1001063,교대역_4,6267,3940,2327,42,1100,1637,1618,1162,708,17,510,1007,1128,745,533,25,590,630,490,417,175
2021,3,A,골목상권,1000677,시흥대로36길,288,173,115,0,24,78,75,87,24,0,12,42,38,61,20,0,12,36,37,26,4
2021,3,A,골목상권,1000744,등용로14길,409,134,275,1,33,43,103,171,58,0,9,21,39,28,37,1,24,22,64,143,21
2021,3,A,골목상권,1000759,상도로47길,601,288,313,0,68,157,154,147,75,0,23,89,75,62,39,0,45,68,79,85,36
2021,3,R,전통시장,1001442,신노량진시장,11,3,8,0,0,3,3,5,0,0,0,0,1,2,0,0,0,3,2,3,0
2021,3,A,골목상권,1000866,사평대로22길,1697,1052,645,8,312,482,394,276,225,3,135,310,268,183,153,5,177,172,126,93,72
2021,3,A,골목상권,1000752,사당로26길,321,199,122,2,20,44,96,120,39,1,3,30,61,70,34,1,17,14,35,50,5
2021,3,A,골목상권,1000751,사당로23나길,36,21,15,0,3,7,11,12,3,0,3,4,6,5,3,0,0,3,5,7,0
2021,3,D,발달상권,1001113,서울 동작구 노량진1동_1,40,25,15,0,1,6,10,8,15,0,0,4,7,3,11,0,1,2,3,5,4
2021,3,A,골목상권,1000745,만양로14길,47,29,18,0,6,11,10,10,10,0,1,8,7,7,6,0,5,3,3,3,4
2021,3,A,골목상권,1000740,동작대로29길,224,49,175,5,24,36,38,73,48,2,8,15,10,7,7,3,16,21,28,66,41
2021,3,A,골목상권,1000885,서초중앙로8길,21671,11288,10383,22,4691,4980,3921,7112,945,5,1405,2288,1748,5131,711,17,3286,2692,2173,1981,234
2021,3,A,골목상권,1000877,주흥15길,834,539,295,1,122,201,180,150,180,1,63,121,122,98,134,0,59,80,58,52,46
2021,3,A,골목상권,1000864,방배로42길,861,707,154,5,77,112,329,277,61,4,41,69,302,246,45,1,36,43,27,31,16
2021,3,A,골목상권,1000898,논현로139길,3565,2123,1442,16,934,1220,865,367,163,0,408,737,592,270,116,16,526,483,273,97,47
2021,3,A,골목상권,1000888,강남대로140길,1433,810,623,0,220,350,332,298,233,0,73,178,196,184,179,0,147,172,136,114,54
2021,3,A,골목상권,1000914,봉은사로43길,2978,1692,1286,9,471,852,885,497,264,5,203,497,481,299,207,4,268,355,404,198,57
2021,3,A,골목상권,1000951,백제고분로45길,1349,869,480,4,198,345,419,246,137,1,104,226,275,166,97,3,94,119,144,80,40
2021,3,A,골목상권,1000492,양화로1길,544,248,296,0,67,88,131,157,101,0,32,40,68,75,33,0,35,48,63,82,68
2021,3,A,골목상권,1000692,대림로22길,190,98,92,0,18,21,43,55,53,0,8,9,23,26,32,0,10,12,20,29,21
2021,3,A,골목상권,1000799,남부순환로234길,126,81,45,0,14,33,33,26,20,0,8,23,21,13,16,0,6,10,12,13,4
2021,3,A,골목상권,1000795,남부순환로142길,418,252,166,1,29,55,141,130,62,1,21,36,88,62,44,0,8,19,53,68,18
2021,3,D,발달상권,1001220,서울 종로구 동대문역_2,748,244,504,1,57,140,273,161,116,0,19,39,54,54,78,1,38,101,219,107,38
2021,3,A,골목상권,1000358,도당로29길,518,292,226,3,112,135,145,95,28,3,61,94,68,45,21,0,51,41,77,50,7
2021,3,A,골목상권,1000195,장한로14길,179,98,81,0,26,51,43,33,26,0,11,24,24,18,21,0,15,27,19,15,5
2021,3,A,골목상권,1000022,창신2길,56,26,30,0,0,12,19,13,12,0,0,5,7,6,8,0,0,7,12,7,4
2021,3,A,골목상권,1000352,노해로60길,136,85,51,0,16,13,35,42,30,0,9,7,18,24,27,0,7,6,17,18,3
2021,3,D,발달상권,1001107,방이동 먹자골목,6881,4444,2437,11,1013,2105,1837,1207,708,5,559,1292,1295,854,439,6,454,813,542,353,269
2021,3,A,골목상권,1000373,삼양로144길,50,24,26,0,0,4,18,16,12,0,0,2,9,7,6,0,0,2,9,9,6
2021,3,D,발달상권,1001159,서울 강동구 천호역,259,93,166,1,34,63,54,67,40,0,5,14,28,25,21,1,29,49,26,42,19
2021,3,A,골목상권,1000375,우이천로32길,206,83,123,0,34,28,64,48,32,0,10,7,27,17,22,0,24,21,37,31,10
2021,3,A,골목상권,1000944,백제고분로22길,1371,955,416,0,185,408,385,246,147,0,102,292,280,167,114,0,83,116,105,79,33
2021,3,A,골목상권,1000960,양재대로64길,1212,705,507,4,120,281,322,334,151,1,60,186,205,162,91,3,60,95,117,172,60
2021,3,D,발달상권,1001036,문정역,88,52,36,0,14,14,28,22,10,0,5,9,18,13,7,0,9,5,10,9,3
2021,3,D,발달상권,1001163,서울 강동구 천호역_2,1208,565,643,5,142,222,290,254,295,2,49,96,115,106,197,3,93,126,175,148,98
2021,3,D,발달상권,1001137,서울 강동구 둔촌동역,250,102,148,0,25,44,39,43,99,0,2,13,14,17,56,0,23,31,25,26,43
2021,3,A,골목상권,1000080,한강대로52길,8713,2847,5866,57,2665,3036,2078,653,224,26,938,1015,544,215,109,31,1727,2021,1534,438,115
2021,3,A,골목상권,1000065,원효로19길,609,435,174,5,69,152,173,124,86,1,33,108,124,99,70,4,36,44,49,25,16
2021,3,A,골목상권,1000074,청파로47나길,259,176,83,0,32,55,68,56,48,0,15,38,54,36,33,0,17,17,14,20,15
2021,3,A,골목상권,1000053,녹사평대로40나길,46,21,25,2,6,12,12,11,3,2,5,5,3,5,1,0,1,7,9,6,2
2021,3,A,골목상권,1000062,우사단로10길,570,508,62,1,64,165,163,156,21,0,41,143,156,151,17,1,23,22,7,5,4
2021,3,A,골목상권,1000148,뚝섬로58길,278,141,137,0,39,45,67,72,55,0,14,27,32,29,39,0,25,18,35,43,16
2021,3,R,전통시장,1001340,정릉시장,131,72,59,0,4,16,38,46,27,0,2,9,23,22,16,0,2,7,15,24,11
2021,3,A,골목상권,1000322,도봉로45길,112,54,58,0,7,17,25,34,29,0,4,7,9,16,18,0,3,10,16,18,11
2021,3,A,골목상권,1000457,홍제내길,565,201,364,1,59,87,134,169,115,1,19,39,59,43,40,0,40,48,75,126,75
2021,3,A,골목상권,1000449,증가로23나길,902,441,461,2,115,239,201,155,190,2,28,110,125,68,108,0,87,129,76,87,82
2021,3,A,골목상권,1000477,매봉산로2길,806,601,205,1,89,201,277,186,52,0,49,149,223,142,38,1,40,52,54,44,14
2021,3,R,전통시장,1001430,영등포전통시장,2127,1061,1066,15,396,643,568,341,164,0,131,268,317,230,115,15,265,375,251,111,49
2021,3,A,골목상권,1000830,조원로18길,179,92,87,3,24,33,52,48,19,1,6,19,27,26,13,2,18,14,25,22,6
2021,3,A,골목상권,1000788,낙성대역길,431,230,201,1,84,110,110,97,29,1,40,56,59,54,20,0,44,54,51,43,9
2021,3,A,골목상권,1000814,승방길,251,141,110,0,39,60,56,48,48,0,15,38,25,31,32,0,24,22,31,17,16
2021,3,A,골목상권,1000070,이태원로27길,567,430,137,1,86,123,136,165,56,1,40,79,114,149,47,0,46,44,22,16,9
2021,3,A,골목상권,1000710,선유로55길,416,273,143,3,71,86,114,91,51,3,41,53,76,63,37,0,30,33,38,28,14
